"","date_data_unlist","auteur_data_unlist","titre_data_unlist","resume_data_unlist"
"31","Octobre 2016","Collectif Méditerranée","Alger, ville & architecture 1830-1940"," Architecture et Urbanisme - 150 x 210 - 360p..Sur les pentes escarpées qui dominent la baie d'Alger s'étagent des architectures européennes constituant sans doute le plus bel ensemble préservé de la rive sud de la Méditerranée. Néo-classique, haussmanniens, Beau-Arts, Art nouveau, Art déco, néo-mauresques... les édifices rivalisent de fantaisie, peut-être davantage que nulle part ailleurs..A travers neuf propositions de promenades, c'est à la découverte d'un siècle d'architecture que nous convient les auteurs d'Alger, ville et architecture 1830-1940. En fin d'ouvrage, un répertoire de près de 100 biographies d'architectes actifs à Alger durant cette période, dont la moitié sont inédites, ainsi qu'une bibliographie de plus de 200 références offrent une synthèse renouvelée des connaissances sur l'architecture algéroise..Résultat d'un inventaire de terrain minutieux croisé avec des recherches dans les archives françaises et algérienne, l'ouvrage est à la fois une publication scientifique de référence et un guide d'architecture. Il s'adresse donc autant aux spécialistes, architectes et historiens qu'à un public d'amateurs des deux côtés de la Méditerranée."
"32","Octobre 2016","Mohammed Arkoun","La question éthique et juridique dans la pensée islamique"," Essai - 145 x 220 - 204p..""Que devient l'éthique dans tout cela ? A quelles sources d'inspiration va-t-elle puiser un sens des valeurs, des vertus, de la vie bonne en un temps et dans des sociétés du spectacle, du profit, des combines financières, de fragilisation de toute attitude morale at au surplus, depuis que la pensée elle-même est devenue jetable comme les ustensiles en carton qu'on jette après le repas ? Une religion comme une politique qui prône l'assassinat pour prendre ou garder le monopole d'exercice de la violence légale, perd à jamais toute vocation à inspirer ou fonder une morale quelconque. En contextes islamiques, les couches sociales les plus délaissées et ignorées par les Etats, ou les couches les plus nanties de la société puisent encore dans un islam innocent - le leur précisément- cette espérance qui nourrit un sentiment de dignité inséparable de la conscience spontanée orientée vers le désir du bien et le refus du mal. "" M.A"
"33","Septembre 2016","Ali Malek","Le jour du feu"," Littérature - Roman - 115 x 190 - 136p..Une journée dans la vie d'un bourg de Kabylie. Une journée ordinaire parmi d'autres, sauf que, sur la montagne d'en face, un feu s'est déclaré..Cinq personnages et autant d'étapes dans la journée : le commissaire de police, veule et corrompu, chargé d'enquêter sur un meurtre; Aljia, l'épouse esseulée qui tourne comme une lionne en cage, étouffant de frustration; Saïd le maçon, que la fugue de sa fille avec un chanteur de charme mortifie; Komo, le jeune vendeur de journaux, éperdu d'amour pour une belle inconnue; et enfin Salem le berger, sage parmi les sages, si tourmenté pourtant....A partir d'une trame simple en apparence, dans cette prose dépouillée et poétique qui est la sienne, Ali Malek livre, cette fois encore, un récit au scalpel pour dire, au-delà de l'intime, l'Algérie d'aujourd'hui."
"34","Septembre 2016","Abdelkader Djemai","La vie (presque) vraie de l'abbé Lambert"," Littérature - Roman - 115 x 190 - 156p..Lambert est un abbé défroqué. Il se fait connaître comme sourcier et publie même un livre sur le sujet. On le fait venir au début des années 30 à Oran pour trouver de l'eau douce. Il n'en trouve pas mais, malin, grande gueule, armé de tous les culots, il réussit à se faire élire et devient maire de la ville de 1934 à 1941..Abdelkader Djemaï croque ici le portrait d'un personnage haut en couleur, son roman est aussi un tableau très vivant d'Oran, entre les deux guerres, une sorte de Clochemerle colonial dont la population européenne est majoritairement espagnole et où les Algériens sont presque invisibles."
"35","Septembre 2016","Salim Bachi","Le chien d'Ulysse"," Littérature - Roman - 115 x 205 - 292p..29 juin 1996..Quatre ans après l'assassinat du président algérien Mohamed Boudiaf, Hocine déambule dans les rues de Cyrtha, une ville qui emprunte ses traits à Constantine ou Alger, et, plus loin dans le temps, à Cirta, l'antique, la numide..De cette errance naït un récit étrange, halluciné, une odyssée ivre qui entremêle lyrisme et grotesque, ombre et lumière..Premier roman de Salim Bachi, paru en 2001 chez Gallimard et pour lequel il a reçu le Goncourt du premier roman, Le chien d'Ulysse est un coup de maître."
"36","Juin 2016",NA,"Le commerce extérieur d'Alger à la veille de 1830"," Essai - 165 x 235 - 356p..""En résumé, trois thèmes sont abordés dans ce livre. Tout d'abord, la géographie des échanges commerciaux, qui traduit-déjà- la ,primauté de l'Europe sur le Machreq dans lequel s'inscrit le centre de l'Empire ottoman et ses marges (Izmir/Smyrne et Alexandrie par exemple) . Ensuite, les techniques et la pratique du commerce, qui se révèlent sensiblement les mêmes que celles en usage dans les ports méditerranéens et ottomans de l'époque. Et enfin, les acteurs, commerçants et négociants : Mohamed Amine accorde une attention particulière aux commerçants algériens musulmans, décortiquant minutieusement leurs livres de compte et expliquant leur peu de visibilité. Il les met en regard avec leurs partenaires et leurs concurrents. Ils sont appréhendés à partir de leurs notes et documents et nous sont, de cette manière, mieux connus, inscrits dans le contexte politico-économique de l'époque (1792-1930), l'auteur se gardans toutefois de faire des généralisations par manque de données suivies dans le temps.""  Professeur Fatima Zohra Guechi"
"37","Mai 2016",NA,"De nos frères blessés"," Littérature - Roman - 115 x 190 - 156p..Alger, 1956. Fernand Iveton- ouvrier communiste anticolonialiste rallié au FLN- a trente ans quand il pose une bombe dans son usine à Belcourt. Il est denoncé et interpellé avant que la bombe n'explose. Il n'y a ni blessés, ni morts. Il est pourtant condamné à la peine capitale et sera exécuté le matin du 11 février 1957, restant dans l'Histoire comme le seul Algérien d'origine européenne guillotiné de la guerre d'Algérie..Si le roman de Joseph Andras relate l'arrestation, l'interrogatoire, la détention, le procès d'Iveton, il évoque également son enfance dans son pays, l'Algérie, et s'attarde sur sa rencontre en France avec Hélène, qui deviendra son épouse. La violence extrême des ultimes semaines de son existence est ainsi mise en perspective avec le bonheur du passé, comme pour rappeler que Fernand Iveton est simplement un homme qui aura aimé et espéré....Un roman percutant, tendu par la nécessité de la justice et cinglant comme une sentence."
"38","Mars 2016","Nina Bouraoui","Le jour du séisme"," Littérature - Roman - 11.5 x 19 - 104p.Le 10 octobre 1980, un séisme secoue Alger. L’auteur a treize ans. Cette journée chaotique, ce sentiment inoubliable et traumatisant de la terre qui se dérobe, de la nature qui se dresse contre l’humain, sont le point de départ de ce récit. Un récit qui, dépassant l’anecdote, s’efforce d’approcher une vérité plus intime. À l’image du séisme s’en superposent d’autres : le passage à l’adolescence, la rupture de l’éternel présent que constitue l’enfance. Et cet autre déchirement, l’exil, inauguré par le départ d’un frère pour l’étranger. Et puis, en sourdine, menaçante, la guerre civile… L’auteur concentre ici au maximum son écriture à la fois précise et sensuelle, dans des images lancinantes, pour nous amener au plus près de l’existentiel."
"39","Janvier 2016","Mathias Enard","Boussole"," Littérature - Roman - 14.5 x 23 - 380p.La nuit descend sur Vienne et sur l’appartement où Franz Ritter, musicologue épris d’Orient, cherche en vain le sommeil, dérivant entre songes et souvenirs, mélancolie et fièvre, revisitant sa vie, ses rencontres et ses nombreux séjours loin de l’Autriche – Istanbul, Alep, Damas, Palmyre, Téhéran… mais aussi questionnant son amour impossible avec l’idéale et insaisissable sarah, spécialiste de l’attraction fatale de ce Grand Est sur les aventuriers, les savants, les artistes, les voyageurs occidentaux. Ainsi se déploie un monde d’explorateurs des arts et de leur histoire, orientalistes modernes animés d’un désir pur de mélanges et de découvertes que l’actualité contemporaine vient gifler. Et le tragique écho de ce fiévreux élan brisé résonne dans l’âme blessée des personnages comme il traverse le livre. Roman nocturne et musical, tout en érudition généreuse et humour doux-amer, Boussoleest un voyage et une déclaration d’admiration, une quête de l’autre en soi et une main tendue – comme un pont jeté entre l’Occident et l’Orient, entre hier et demain, bâti sur l’inventaire amoureux de siècles de fascination, d’influences et de traces sensibles et tenaces, pour tenter d’apaiser les feux du présent."
"40","Octobre 2015","Ryad Girod","La fin qui nous attend"," Littérature - Roman - 11.5 x 19 - 164p.Pour lui, aucune rédemption n’est possible. Alors, il cède peu à peu à la violence. seule Douce — une jeune femme officiant dans un hammam et lui prodiguant soins et amour — semble trouver grâce aux yeux de cet homme abîmé qui ne croit plus en rien, ni en ses proches ni même à la mission qu'on lui a confiée...Dans un style et une narration qui hypnotisent, Ryad Girod nous livre ici une méditation métaphysique sur l’absurde, le bien et le mal, l’amour et la quête d’absolu. Un texte court, énigmatique, à l'élégance cruelle."
"41","Octobre 2015","Kaouther Adimi ","Des pierres dans ma poche"," Littérature - Roman - 11.5 x 19 - 178p.Partie d'Alger à 25 ans, la narratrice est désormais une parisienne rompue au charme comme à la froideur de la capitale française, une habituée des allers-retours entre les deux villes pour assister aux fiançailles de sa petite soeur. Or, à quelques jours du départ, ses angoisses se réveillent, car à ses 30 ans, et malgré une bonne situation, la jeune femme est encore célibataire. L'assaillent alors les questionnements liés au mariage, à la solitude, à l'indépendance, passablement accentués par les névroses de sa mère..Séquences parisiennes et algéroise se succèdent, vague à l'âme et nostalgie alternent, entre tendresse et auto-dérision....L'auteur, dont c'est le deuxième roman, offre ici une vision tragi-comique du destin de ceux qui vivent l'entre-deux."
"42","Octobre 2015","Yassine Temlali","La Genèse de la Kabylie, aux origines de l'affirmation berbère"," Essai - 14.5 x 23 - 309p.Comment s’est construite l’affirmation berbère en Algérie et plus particulièrement dans le cas de la Kabylie ? Yassine Temlali, à rebours des clichés et des poncifs sur les problématiques régionalistes, entreprend de définir un cadre d’analyse rigoureux à partir de questionnements essentiels : Quelle était la situation réelle des communautés berbères à la veille de la conquête coloniale ? l’occupation française a-t-elle pu être un agent d’intégration des régions berbérophones à une nouvelle entité, l’Algérie ? la révolte de 1871 a-t-elle vraiment été une révolte kabyle ? Y a-t-il eu une « politique kabyle » de la France ? Y a-t-il eu au sein du FLN une guerre entre « Arabes » et « Kabyles » ? Comme l’écrit l’auteur « cette recherche tente de s’écarter des sentiers battus de l’essentialisation des identités culturelles, par définition flottantes et éphémères. Son objectif est de restituer le cadre historique dans lequel, entre 1830 et 1962, est née une conscience culturelle et politique berbère (kabyle), de façon concomitante avec la naissance de ces entités modernes que sont la nation algérienne, la Kabylie… » Un livre passionnant et salutaire qui entend dépasser la guerre des « récits identitaires » en Algérie."
